,name,rtg,team,dep,week,att,yds,td,tgts,rec,rec yds,rec td,opponent
552,Ezekiel Elliott,88,DAL,1.0,8,19.0,63.0,0,2.0,1.0,10.0,0,PHI
553,Malcolm Brown,70,LAR,2.0,8,10.0,40.0,0,2.0,2.0,17.0,0,MIA
554,Le'Veon Bell,79,KC,2.0,8,6.0,7.0,0,3.0,3.0,31.0,0,NYJ
555,Darrell Henderson,73,LAR,1.0,8,8.0,47.0,0,2.0,1.0,11.0,0,MIA
556,Cam Akers,77,LAR,1.0,8,9.0,35.0,0,1.0,1.0,19.0,0,MIA
557,Latavius Murray,82,NO,2.0,8,8.0,17.0,0,3.0,3.0,14.0,0,CHI
558,Clyde Edwards-Helaire,83,KC,1.0,8,6.0,21.0,0,3.0,3.0,10.0,0,NYJ
559,Devontae Booker,71,LV,2.0,8,5.0,29.0,0,1.0,1.0,17.0,0,CLE
560,James White,81,NE,1.0,8,2.0,0.0,0,4.0,2.0,35.0,0,BUF
561,D'Andre Swift,76,DET,3.0,8,6.0,1.0,0,4.0,3.0,22.0,0,IND
562,Jonathan Taylor,81,IND,1.0,8,11.0,22.0,0,3.0,2.0,9.0,0,DET
563,Jeremy McNichols,69,TEN,2.0,8,4.0,49.0,0,1.0,0.0,0.0,0,CIN
564,A.J. Dillon,70,GB,3.0,8,5.0,21.0,0,1.0,1.0,16.0,0,MIN
565,Rex Burkhead,78,NE,4.0,8,6.0,26.0,0,1.0,1.0,5.0,0,BUF
566,Corey Clement,76,PHI,3.0,8,5.0,24.0,0,2.0,1.0,4.0,0,DAL
567,D'Onta Foreman,77,TEN,4.0,8,5.0,37.0,0,0.0,0.0,0.0,0,CIN
568,Darrel Williams,67,KC,3.0,8,3.0,19.0,0,1.0,1.0,7.0,0,NYJ
569,Joshua Kelley,67,LAC,3.0,8,7.0,32.0,0,1.0,1.0,-7.0,0,DEN
570,Ty Johnson,67,NYJ,1.0,8,3.0,15.0,0,1.0,1.0,6.0,0,KC
571,Frank Gore,79,NYJ,1.0,8,10.0,30.0,0,0.0,0.0,0.0,0,KC
572,Alfred Morris,74,NYG,3.0,8,8.0,28.0,0,0.0,0.0,0.0,0,TB
573,Jalen Richard,77,LV,3.0,8,1.0,6.0,0,1.0,1.0,12.0,0,CLE
574,Adrian Peterson,76,DET,1.0,8,5.0,7.0,0,1.0,1.0,5.0,0,IND
575,Elijhaa Penny,70,NYG,1.0,8,0.0,0.0,0,1.0,1.0,11.0,0,TB
576,D'Ernest Johnson,67,CLE,3.0,8,2.0,6.0,0,1.0,1.0,5.0,0,LV
577,Tevin Coleman,85,SF,2.0,8,3.0,20.0,0,0.0,0.0,0.0,0,SEA
578,Tyler Ervin,70,GB,3.0,8,0.0,0.0,0,3.0,1.0,7.0,0,MIN
579,Khari Blasingame,67,TEN,3.0,8,0.0,0.0,0,1.0,1.0,5.0,0,CIN
580,Matt Breida,77,MIA,2.0,8,4.0,13.0,0,0.0,0.0,0.0,0,LAR
581,Ryan Nall,67,CHI,2.0,8,0.0,0.0,0,1.0,1.0,2.0,0,NO
582,Alexander Mattison,73,MIN,2.0,8,3.0,8.0,0,0.0,0.0,0.0,0,GB
583,Travis Homer,67,SEA,3.0,8,1.0,4.0,0,0.0,0.0,0.0,0,SF
584,Darwin Thompson,67,KC,4.0,8,4.0,3.0,0,1.0,0.0,0.0,0,NYJ
585,Qadree Ollison,67,ATL,4.0,8,1.0,3.0,0,0.0,0.0,0.0,0,CAR
586,Anthony McFarland Jr.,67,PIT,3.0,8,1.0,1.0,0,0.0,0.0,0.0,0,BAL
587,Dalvin Cook,97,MIN,1.0,9,22.0,206.0,2,2.0,2.0,46.0,0,DET
588,Christian McCaffrey,99,CAR,2.0,9,18.0,69.0,1,10.0,10.0,82.0,1,KC
589,JD McKissic,77,WAS,2.0,9,3.0,17.0,0,14.0,9.0,65.0,0,NYG
590,Kalen Ballage,67,NYJ,4.0,9,15.0,69.0,1,3.0,2.0,15.0,0,NE
591,Alvin Kamara,92,NO,1.0,9,9.0,40.0,1,6.0,5.0,9.0,0,TB
592,James Robinson,81,JAX,1.0,9,25.0,99.0,1,2.0,0.0,0.0,0,HOU
593,Jerick McKinnon,75,SF,3.0,9,12.0,52.0,1,4.0,3.0,16.0,0,GB
594,Duke Johnson,74,HOU,2.0,9,16.0,41.0,1,4.0,4.0,32.0,0,JAX
595,Wayne Gallman,72,NYG,1.0,9,14.0,68.0,1,2.0,1.0,9.0,0,WAS
596,Josh Jacobs,91,LV,1.0,9,14.0,65.0,1,1.0,1.0,3.0,0,LAC
597,Ryan Nall,67,CHI,2.0,9,0.0,0.0,0,4.0,4.0,35.0,1,TEN
598,Todd Gurley,78,ATL,1.0,9,19.0,53.0,1,2.0,2.0,2.0,0,DEN
599,Aaron Jones,88,GB,1.0,9,15.0,58.0,0,5.0,5.0,21.0,0,SF
600,Devontae Booker,71,LV,2.0,9,8.0,68.0,1,0.0,0.0,0.0,0,LAC
601,Zack Moss,68,BUF,2.0,9,9.0,18.0,1,2.0,2.0,30.0,0,SEA
602,D'Andre Swift,76,DET,3.0,9,13.0,64.0,0,5.0,3.0,33.0,0,MIN
603,Antonio Gibson,76,WAS,3.0,9,6.0,20.0,1,3.0,3.0,35.0,0,NYG
604,Clyde Edwards-Helaire,83,KC,1.0,9,5.0,14.0,0,5.0,3.0,20.0,1,CAR
605,DeeJay Dallas,67,SEA,4.0,9,7.0,31.0,1,2.0,2.0,8.0,0,BUF
606,Chase Edmonds,79,ARI,2.0,9,25.0,70.0,0,3.0,3.0,18.0,0,MIA
607,Tyler Ervin,70,GB,3.0,9,8.0,24.0,0,5.0,4.0,48.0,0,SF
608,Travis Homer,67,SEA,3.0,9,6.0,16.0,0,3.0,3.0,64.0,0,BUF
609,Joshua Kelley,67,LAC,3.0,9,9.0,28.0,0,5.0,5.0,31.0,0,LV
610,Leonard Fournette,81,TB,1.0,9,1.0,0.0,0,6.0,6.0,41.0,0,NO
611,Kerryon Johnson,76,DET,2.0,9,4.0,29.0,0,3.0,3.0,36.0,0,MIN
612,Jonathan Taylor,81,IND,1.0,9,6.0,27.0,1,2.0,2.0,7.0,0,BAL
613,Gus Edwards,81,BAL,2.0,9,11.0,23.0,1,2.0,2.0,11.0,0,IND
614,Ameer Abdullah,67,MIN,3.0,9,0.0,0.0,0,1.0,1.0,22.0,1,DET
615,Ezekiel Elliott,88,DAL,1.0,9,18.0,51.0,0,3.0,2.0,18.0,0,PIT
616,Mike Davis,78,CAR,1.0,9,1.0,3.0,0,6.0,5.0,34.0,0,KC
617,Alfred Morris,74,NYG,3.0,9,9.0,67.0,0,1.0,1.0,4.0,0,WAS
618,Jordan Howard,78,MIA,1.0,9,10.0,19.0,1,0.0,0.0,0.0,0,ARI
619,Chris Thompson,75,JAX,2.0,9,1.0,3.0,0,4.0,4.0,35.0,0,HOU
620,Adrian Peterson,76,DET,1.0,9,8.0,29.0,0,5.0,3.0,14.0,0,MIN
621,Alexander Mattison,73,MIN,2.0,9,12.0,69.0,0,0.0,0.0,0.0,0,DET
622,Derrick Henry,93,TEN,1.0,9,21.0,68.0,0,0.0,0.0,0.0,0,CHI
623,Tony Pollard,79,DAL,2.0,9,9.0,57.0,0,2.0,1.0,1.0,0,PIT
624,Devin Singletary,79,BUF,1.0,9,2.0,1.0,0,3.0,3.0,33.0,0,SEA
625,Latavius Murray,82,NO,2.0,9,10.0,39.0,0,2.0,2.0,3.0,0,TB
626,Jordan Wilkins,73,IND,3.0,9,11.0,39.0,0,2.0,2.0,-1.0,0,BAL
627,Nyheim Hines,82,IND,2.0,9,2.0,18.0,0,3.0,2.0,20.0,0,BAL
628,J.K. Dobbins,77,BAL,1.0,9,12.0,30.0,0,2.0,2.0,5.0,0,IND
629,David Montgomery,79,CHI,1.0,9,14.0,30.0,0,3.0,3.0,12.0,0,TEN
630,Ronald Jones II,83,TB,1.0,9,3.0,9.0,0,4.0,3.0,9.0,0,NO
631,Anthony McFarland Jr.,67,PIT,3.0,9,3.0,7.0,0,2.0,2.0,15.0,0,DAL
632,Dion Lewis,76,NYG,2.0,9,3.0,5.0,0,2.0,2.0,16.0,0,WAS
633,James Conner,80,PIT,1.0,9,9.0,22.0,0,2.0,2.0,-2.0,0,DAL
634,Salvon Ahmed,67,MIA,3.0,9,7.0,38.0,0,0.0,0.0,0.0,0,ARI
635,Melvin Gordon,83,DEN,1.0,9,6.0,18.0,0,1.0,1.0,9.0,0,ATL
636,JaMycal Hasty,67,SF,6.0,9,4.0,3.0,0,2.0,2.0,10.0,0,GB
637,Jalen Richard,77,LV,3.0,9,1.0,3.0,0,1.0,1.0,19.0,0,LAC
638,Patrick Laird,67,MIA,5.0,9,1.0,-1.0,0,1.0,1.0,17.0,0,ARI
639,Brian Hill,67,ATL,2.0,9,8.0,24.0,0,1.0,0.0,0.0,0,DEN
640,Phillip Lindsay,82,DEN,1.0,9,8.0,23.0,0,3.0,0.0,0.0,0,ATL
641,DJ Foster,67,ARI,5.0,9,1.0,2.0,0,1.0,1.0,7.0,0,MIA
642,David Johnson,75,HOU,1.0,9,2.0,16.0,0,1.0,0.0,0.0,0,JAX
643,Darrel Williams,67,KC,3.0,9,0.0,0.0,0,1.0,1.0,3.0,0,CAR
644,Le'Veon Bell,79,KC,2.0,9,4.0,8.0,0,1.0,1.0,-5.0,0,CAR
645,D'Onta Foreman,77,TEN,4.0,9,5.0,11.0,0,0.0,0.0,0.0,0,CHI
646,Jeremy McNichols,69,TEN,2.0,9,2.0,10.0,0,0.0,0.0,0.0,0,CHI
647,Dwayne Washington,67,NO,3.0,9,5.0,9.0,0,0.0,0.0,0.0,0,TB
648,Dexter Williams,67,GB,3.0,9,2.0,8.0,0,0.0,0.0,0.0,0,SF
649,Elijhaa Penny,70,NYG,1.0,9,1.0,2.0,0,1.0,0.0,0.0,0,WAS
650,Benny Snell Jr.,75,PIT,2.0,9,3.0,1.0,0,0.0,0.0,0.0,0,DAL
651,Alvin Kamara,92,NO,1.0,10,8.0,15.0,2,8.0,7.0,83.0,1,SF
652,Josh Jacobs,91,LV,1.0,10,21.0,112.0,2,4.0,4.0,24.0,0,DEN
653,Nyheim Hines,82,IND,2.0,10,12.0,70.0,1,6.0,5.0,45.0,1,TEN
654,Rex Burkhead,78,NE,4.0,10,6.0,31.0,0,5.0,4.0,35.0,2,BAL
655,Antonio Gibson,76,WAS,3.0,10,13.0,45.0,2,4.0,4.0,20.0,0,DET
656,Devontae Booker,71,LV,2.0,10,16.0,81.0,2,1.0,1.0,2.0,0,DEN
657,Malcolm Brown,70,LAR,2.0,10,6.0,33.0,2,2.0,2.0,18.0,0,SEA
658,Wayne Gallman,72,NYG,1.0,10,18.0,53.0,2,2.0,1.0,7.0,0,PHI
659,Nick Chubb,95,CLE,1.0,10,19.0,126.0,1,1.0,0.0,0.0,0,HOU
660,JD McKissic,77,WAS,2.0,10,8.0,6.0,1,15.0,7.0,43.0,0,DET
661,Kareem Hunt,84,CLE,2.0,10,19.0,104.0,0,4.0,3.0,28.0,0,HOU
662,Dalvin Cook,97,MIN,1.0,10,30.0,96.0,0,4.0,4.0,16.0,0,CHI
663,Aaron Jones,88,GB,1.0,10,13.0,46.0,0,6.0,5.0,49.0,0,JAX
664,Boston Scott,70,PHI,2.0,10,3.0,63.0,1,1.0,1.0,11.0,0,NYG
665,Miles Sanders,84,PHI,1.0,10,15.0,85.0,0,5.0,2.0,10.0,0,NYG
666,James Robinson,81,JAX,1.0,10,23.0,109.0,0,5.0,2.0,3.0,0,GB
667,Damien Harris,70,NE,1.0,10,22.0,121.0,0,0.0,0.0,0.0,0,BAL
668,Derrick Henry,93,TEN,1.0,10,19.0,103.0,0,2.0,1.0,6.0,0,IND
669,Chase Edmonds,79,ARI,2.0,10,8.0,56.0,0,3.0,3.0,21.0,0,BUF
670,Darrell Henderson,73,LAR,1.0,10,7.0,28.0,1,1.0,1.0,5.0,0,SEA
671,Kenyan Drake,81,ARI,1.0,10,16.0,100.0,0,1.0,1.0,9.0,0,BUF
672,D'Onta Foreman,77,TEN,4.0,10,7.0,18.0,0,1.0,1.0,5.0,1,IND
673,Giovani Bernard,81,CIN,1.0,10,8.0,30.0,0,7.0,4.0,17.0,0,PIT
674,Jamaal Williams,78,GB,2.0,10,8.0,30.0,0,4.0,3.0,25.0,0,JAX
675,Mike Davis,78,CAR,1.0,10,7.0,32.0,0,5.0,4.0,12.0,0,TB
676,Gus Edwards,81,BAL,2.0,10,7.0,42.0,0,2.0,1.0,31.0,0,NE
677,James Conner,80,PIT,1.0,10,13.0,36.0,0,2.0,2.0,12.0,0,CIN
678,Corey Clement,76,PHI,3.0,10,1.0,5.0,1,0.0,0.0,0.0,0,NYG
679,Samaje Perine,69,CIN,2.0,10,7.0,48.0,0,1.0,1.0,7.0,0,PIT
680,Latavius Murray,82,NO,2.0,10,9.0,57.0,0,0.0,0.0,0.0,0,SF
681,Jonathan Taylor,81,IND,1.0,10,7.0,12.0,0,2.0,2.0,25.0,0,TEN
682,Jerick McKinnon,75,SF,3.0,10,18.0,33.0,0,3.0,1.0,13.0,0,NO
683,Duke Johnson,74,HOU,2.0,10,14.0,54.0,0,1.0,0.0,0.0,0,CLE
684,DeeJay Dallas,67,SEA,4.0,10,2.0,8.0,0,3.0,2.0,23.0,0,LAR
685,Leonard Fournette,81,TB,1.0,10,8.0,19.0,0,3.0,2.0,11.0,0,CAR
686,Travis Homer,67,SEA,3.0,10,0.0,0.0,0,3.0,3.0,19.0,0,LAR
687,Mark Ingram,79,BAL,1.0,10,5.0,5.0,0,2.0,2.0,24.0,0,NE
688,Melvin Gordon,83,DEN,1.0,10,11.0,46.0,0,2.0,0.0,0.0,0,LV
689,Royce Freeman,75,DEN,2.0,10,2.0,11.0,0,2.0,2.0,15.0,0,LV
690,Jeremy McNichols,69,TEN,2.0,10,3.0,26.0,0,1.0,1.0,8.0,0,IND
691,Adrian Peterson,76,DET,1.0,10,4.0,21.0,0,1.0,1.0,9.0,0,WAS
692,Cam Akers,77,LAR,1.0,10,10.0,38.0,0,0.0,0.0,0.0,0,SEA
693,Dion Lewis,76,NYG,2.0,10,0.0,0.0,0,2.0,2.0,17.0,0,PHI
694,Alfred Morris,74,NYG,3.0,10,8.0,34.0,0,0.0,0.0,0.0,0,PHI
695,Jordan Wilkins,73,IND,3.0,10,8.0,28.0,0,1.0,0.0,0.0,0,TEN
696,James White,81,NE,1.0,10,0.0,0.0,0,2.0,2.0,8.0,0,BAL
697,Ryan Nall,67,CHI,2.0,10,1.0,0.0,0,2.0,1.0,18.0,0,MIN
698,Zack Moss,68,BUF,2.0,10,7.0,20.0,0,2.0,1.0,-3.0,0,ARI
699,Peyton Barber,73,WAS,1.0,10,2.0,7.0,0,1.0,1.0,7.0,0,DET
700,J.K. Dobbins,77,BAL,1.0,10,5.0,13.0,0,2.0,1.0,1.0,0,NE
701,Khari Blasingame,67,TEN,3.0,10,0.0,0.0,0,1.0,1.0,13.0,0,IND
702,Trayveon Williams,67,CIN,3.0,10,5.0,22.0,0,0.0,0.0,0.0,0,PIT
703,Joshua Kelley,67,LAC,3.0,10,7.0,21.0,0,0.0,0.0,0.0,0,MIA
704,Devin Singletary,79,BUF,1.0,10,4.0,15.0,0,5.0,1.0,-5.0,0,ARI
705,Patrick Laird,67,MIA,5.0,10,2.0,19.0,0,0.0,0.0,0.0,0,LAC
706,Dare Ogunbowale,67,JAX,2.0,10,0.0,0.0,0,2.0,1.0,5.0,0,GB
707,Tyler Ervin,70,GB,3.0,10,1.0,0.0,0,1.0,1.0,3.0,0,JAX
708,CJ Prosise,69,HOU,3.0,10,0.0,0.0,0,1.0,1.0,-2.0,0,CLE
709,Alexander Mattison,73,MIN,2.0,10,2.0,4.0,0,0.0,0.0,0.0,0,CHI
710,Kerryon Johnson,76,DET,2.0,10,1.0,3.0,0,0.0,0.0,0.0,0,WAS
712,Phillip Lindsay,82,DEN,1.0,10,4.0,2.0,0,1.0,0.0,0.0,0,LV
713,Dalvin Cook,97,MIN,1.0,11,27.0,115.0,1,5.0,5.0,45.0,0,DAL
714,Clyde Edwards-Helaire,83,KC,1.0,11,14.0,69.0,2,2.0,1.0,8.0,0,LV
715,Derrick Henry,93,TEN,1.0,11,28.0,133.0,1,2.0,1.0,-1.0,0,BAL
716,Ezekiel Elliott,88,DAL,1.0,11,21.0,103.0,0,2.0,2.0,11.0,1,MIN
717,J.K. Dobbins,77,BAL,1.0,11,15.0,70.0,1,2.0,2.0,15.0,0,TEN
718,Melvin Gordon,83,DEN,1.0,11,15.0,84.0,2,0.0,0.0,0.0,0,MIA
719,Carlos Hyde,79,SEA,2.0,11,14.0,79.0,1,3.0,2.0,16.0,0,ARI
720,Antonio Gibson,76,WAS,3.0,11,16.0,94.0,1,2.0,1.0,10.0,0,CIN
721,Aaron Jones,88,GB,1.0,11,10.0,41.0,1,4.0,4.0,30.0,0,IND
722,Kenyan Drake,81,ARI,1.0,11,11.0,29.0,1,5.0,4.0,31.0,0,SEA
723,Mike Davis,78,CAR,1.0,11,19.0,64.0,1,2.0,2.0,15.0,0,DET
724,Jonathan Taylor,81,IND,1.0,11,22.0,90.0,0,4.0,4.0,24.0,0,GB
725,Frank Gore,79,NYJ,1.0,11,15.0,61.0,1,2.0,2.0,10.0,0,LAC
726,Chase Edmonds,79,ARI,2.0,11,2.0,13.0,0,4.0,4.0,36.0,1,SEA
727,James White,81,NE,1.0,11,5.0,19.0,0,9.0,6.0,64.0,0,HOU
728,Kalen Ballage,67,NYJ,4.0,11,16.0,44.0,0,9.0,7.0,27.0,0,LAC
729,Josh Jacobs,91,LV,1.0,11,17.0,55.0,1,1.0,1.0,9.0,0,KC
730,James Conner,80,PIT,1.0,11,13.0,89.0,0,3.0,3.0,10.0,0,JAX
731,Salvon Ahmed,67,MIA,3.0,11,12.0,43.0,0,6.0,5.0,31.0,0,DEN
732,Damien Harris,70,NE,1.0,11,11.0,43.0,1,2.0,1.0,11.0,0,HOU
733,Tony Pollard,79,DAL,2.0,11,5.0,60.0,1,0.0,0.0,0.0,0,MIN
734,James Robinson,81,JAX,1.0,11,17.0,73.0,0,2.0,2.0,21.0,0,PIT
735,Nick Chubb,95,CLE,1.0,11,20.0,114.0,0,0.0,0.0,0.0,0,PHI
736,Le'Veon Bell,79,KC,2.0,11,7.0,25.0,1,1.0,1.0,11.0,0,LV
737,Latavius Murray,82,NO,2.0,11,12.0,49.0,0,2.0,2.0,36.0,0,ATL
738,Alvin Kamara,92,NO,1.0,11,13.0,45.0,1,1.0,0.0,0.0,0,ATL
739,JD McKissic,77,WAS,2.0,11,6.0,43.0,0,4.0,3.0,26.0,0,CIN
740,Leonard Fournette,81,TB,1.0,11,7.0,17.0,1,4.0,1.0,9.0,0,LAR
741,Giovani Bernard,81,CIN,1.0,11,9.0,18.0,0,5.0,4.0,37.0,0,WAS
742,Kareem Hunt,84,CLE,2.0,11,13.0,11.0,1,1.0,1.0,10.0,0,PHI
743,Miles Sanders,84,PHI,1.0,11,16.0,66.0,0,5.0,3.0,15.0,0,CLE
744,Cam Akers,77,LAR,1.0,11,5.0,15.0,0,1.0,1.0,4.0,1,TB
745,Jamaal Williams,78,GB,2.0,11,5.0,12.0,0,2.0,1.0,4.0,1,IND
746,Nyheim Hines,82,IND,2.0,11,6.0,2.0,0,4.0,3.0,31.0,0,GB
747,Phillip Lindsay,82,DEN,1.0,11,16.0,82.0,0,0.0,0.0,0.0,0,MIA
748,Boston Scott,70,PHI,2.0,11,5.0,24.0,0,3.0,3.0,26.0,0,CLE
749,Benny Snell Jr.,75,PIT,2.0,11,7.0,15.0,1,0.0,0.0,0.0,0,JAX
750,Duke Johnson,74,HOU,2.0,11,10.0,15.0,0,5.0,3.0,20.0,0,NE
751,Kerryon Johnson,76,DET,2.0,11,6.0,17.0,0,5.0,2.0,21.0,0,CAR
752,Ty Johnson,67,NYJ,1.0,11,0.0,0.0,0,6.0,4.0,17.0,0,LAC
753,Darrel Williams,67,KC,3.0,11,0.0,0.0,0,3.0,3.0,22.0,0,LV
754,DeeJay Dallas,67,SEA,4.0,11,1.0,13.0,0,2.0,2.0,19.0,0,ARI
755,Jordan Wilkins,73,IND,3.0,11,4.0,21.0,0,1.0,1.0,15.0,0,GB
756,Todd Gurley,78,ATL,1.0,11,8.0,26.0,0,2.0,1.0,3.0,0,NO
757,Malcolm Brown,70,LAR,2.0,11,3.0,20.0,0,1.0,1.0,8.0,0,TB
758,Troymaine Pope,67,LAC,4.0,11,3.0,4.0,0,2.0,2.0,12.0,0,NYJ
759,Devine Ozigbo,67,JAX,3.0,11,0.0,0.0,0,3.0,3.0,5.0,0,PIT
760,CJ Prosise,69,HOU,3.0,11,3.0,4.0,0,2.0,2.0,8.0,0,NE
761,Rex Burkhead,78,NE,4.0,11,4.0,7.0,0,3.0,2.0,5.0,0,HOU
762,Samaje Perine,69,CIN,2.0,11,5.0,19.0,0,2.0,1.0,2.0,0,WAS
763,Bo Scarbrough,69,SEA,4.0,11,6.0,31.0,0,0.0,0.0,0.0,0,ARI
764,Rodney Smith,67,CAR,5.0,11,8.0,29.0,0,0.0,0.0,0.0,0,DET
765,Darrell Henderson,73,LAR,1.0,11,8.0,5.0,0,3.0,2.0,4.0,0,TB
766,Devontae Booker,71,LV,2.0,11,5.0,16.0,0,1.0,1.0,3.0,0,KC
767,Peyton Barber,73,WAS,1.0,11,8.0,28.0,0,0.0,0.0,0.0,0,CIN
768,Joshua Kelley,67,LAC,3.0,11,4.0,-2.0,0,2.0,2.0,4.0,0,NYJ
769,Brian Hill,67,ATL,2.0,11,4.0,18.0,0,0.0,0.0,0.0,0,NO
770,Adrian Peterson,76,DET,1.0,11,7.0,18.0,0,1.0,0.0,0.0,0,CAR
771,Patrick Laird,67,MIA,5.0,11,0.0,0.0,0,2.0,1.0,8.0,0,DEN
772,Jeremy McNichols,69,TEN,2.0,11,0.0,0.0,0,1.0,1.0,2.0,0,BAL
773,Alexander Mattison,73,MIN,2.0,11,1.0,6.0,0,0.0,0.0,0.0,0,DAL
774,Gus Edwards,81,BAL,2.0,11,3.0,6.0,0,0.0,0.0,0.0,0,TEN
775,Ito Smith,80,ATL,3.0,11,1.0,5.0,0,0.0,0.0,0.0,0,NO
776,Matt Breida,77,MIA,2.0,11,2.0,4.0,0,0.0,0.0,0.0,0,DEN
777,Anthony McFarland Jr.,67,PIT,3.0,11,3.0,3.0,0,0.0,0.0,0.0,0,JAX
778,Mark Ingram,79,BAL,1.0,11,2.0,2.0,0,0.0,0.0,0.0,0,TEN
779,D'Onta Foreman,77,TEN,4.0,11,1.0,1.0,0,0.0,0.0,0.0,0,BAL
780,Derrick Henry,93,TEN,1.0,12,27.0,178.0,3,4.0,2.0,7.0,0,IND
781,Antonio Gibson,76,WAS,3.0,12,20.0,115.0,3,7.0,5.0,21.0,0,DAL
782,James Robinson,81,JAX,1.0,12,22.0,128.0,1,6.0,5.0,31.0,0,CLE
783,Nick Chubb,95,CLE,1.0,12,19.0,144.0,1,3.0,3.0,32.0,0,JAX
784,Latavius Murray,82,NO,2.0,12,19.0,124.0,2,1.0,1.0,2.0,0,DEN
785,David Montgomery,79,CHI,1.0,12,11.0,103.0,0,6.0,5.0,40.0,1,GB
786,Kenyan Drake,81,ARI,1.0,12,22.0,78.0,2,4.0,3.0,15.0,0,NE
787,Austin Ekeler,86,LAC,1.0,12,14.0,44.0,0,16.0,11.0,85.0,0,BUF
788,Wayne Gallman,72,NYG,1.0,12,24.0,94.0,1,5.0,3.0,-3.0,0,CIN
789,Adrian Peterson,76,DET,1.0,12,15.0,55.0,2,0.0,0.0,0.0,0,HOU
790,Nyheim Hines,82,IND,2.0,12,10.0,29.0,0,10.0,8.0,66.0,0,TEN
791,Ito Smith,80,ATL,3.0,12,12.0,65.0,1,5.0,4.0,10.0,0,LV
792,Duke Johnson,74,HOU,2.0,12,9.0,37.0,0,4.0,3.0,43.0,1,DET
793,James White,81,NE,1.0,12,5.0,18.0,2,1.0,1.0,-1.0,0,ARI
794,Cam Akers,77,LAR,1.0,12,9.0,84.0,1,0.0,0.0,0.0,0,SF
795,Chris Carson,89,SEA,1.0,12,8.0,41.0,1,2.0,2.0,18.0,0,PHI
796,Jamaal Williams,78,GB,2.0,12,17.0,73.0,1,0.0,0.0,0.0,0,CHI
797,Kerryon Johnson,76,DET,2.0,12,11.0,46.0,0,4.0,4.0,52.0,0,HOU
798,Frank Gore,79,NYJ,1.0,12,18.0,74.0,0,3.0,3.0,12.0,0,MIA
799,Devin Singletary,79,BUF,1.0,12,11.0,82.0,0,3.0,3.0,20.0,0,LAC
800,Mike Davis,78,CAR,1.0,12,15.0,55.0,0,6.0,3.0,24.0,0,MIN
801,Raheem Mostert,84,SF,1.0,12,16.0,43.0,1,2.0,2.0,0.0,0,LAR
802,Dalvin Cook,97,MIN,1.0,12,18.0,61.0,0,4.0,4.0,21.0,0,CAR
803,Aaron Jones,88,GB,1.0,12,17.0,90.0,0,2.0,1.0,0.0,0,CHI
804,Boston Scott,70,PHI,2.0,12,2.0,7.0,0,6.0,5.0,40.0,0,SEA
805,Joshua Kelley,67,LAC,3.0,12,7.0,35.0,1,0.0,0.0,0.0,0,BUF
806,Zack Moss,68,BUF,2.0,12,9.0,59.0,0,2.0,2.0,9.0,0,LAC
807,Jordan Wilkins,73,IND,3.0,12,6.0,22.0,0,4.0,3.0,35.0,0,TEN
808,Chase Edmonds,79,ARI,2.0,12,6.0,29.0,0,5.0,4.0,14.0,0,NE
809,Deandre Washington,70,KC,4.0,12,13.0,49.0,0,5.0,2.0,11.0,0,TB
810,Gus Edwards,81,BAL,2.0,12,9.0,10.0,1,0.0,0.0,0.0,0,PIT
811,Giovani Bernard,81,CIN,1.0,12,8.0,32.0,0,3.0,2.0,17.0,0,NYG
812,CJ Prosise,69,HOU,3.0,12,5.0,12.0,0,1.0,1.0,2.0,1,DET
813,Kareem Hunt,84,CLE,2.0,12,10.0,62.0,0,2.0,0.0,0.0,0,JAX
814,Miles Sanders,84,PHI,1.0,12,6.0,15.0,0,3.0,2.0,7.0,0,SEA
815,Alvin Kamara,92,NO,1.0,12,11.0,54.0,0,2.0,1.0,-2.0,0,DEN
816,Justice Hill,72,BAL,3.0,12,9.0,35.0,0,2.0,2.0,5.0,0,PIT
817,Peyton Barber,73,WAS,1.0,12,11.0,57.0,0,0.0,0.0,0.0,0,DAL
818,Brian Hill,67,ATL,2.0,12,13.0,55.0,0,1.0,0.0,0.0,0,LV
819,Josh Jacobs,91,LV,1.0,12,7.0,27.0,0,3.0,3.0,17.0,0,ATL
820,Matt Breida,77,MIA,2.0,12,8.0,36.0,0,2.0,2.0,17.0,0,NYJ
821,Jerick McKinnon,75,SF,3.0,12,3.0,21.0,0,3.0,2.0,11.0,0,LAR
822,Le'Veon Bell,79,KC,2.0,12,5.0,22.0,0,2.0,2.0,10.0,0,TB
823,Royce Freeman,75,DEN,2.0,12,8.0,50.0,0,0.0,0.0,0.0,0,NO
824,Leonard Fournette,81,TB,1.0,12,3.0,10.0,0,3.0,3.0,10.0,0,KC
825,Clyde Edwards-Helaire,83,KC,1.0,12,11.0,37.0,0,1.0,1.0,2.0,0,TB
826,Carlos Hyde,79,SEA,2.0,12,15.0,22.0,0,3.0,2.0,7.0,0,PHI
827,JD McKissic,77,WAS,2.0,12,1.0,6.0,0,2.0,2.0,21.0,0,DAL
828,Damien Harris,70,NE,1.0,12,14.0,47.0,0,0.0,0.0,0.0,0,ARI
829,Jonathan Williams,67,DET,5.0,12,1.0,5.0,0,4.0,4.0,21.0,0,HOU
830,Tony Pollard,79,DAL,2.0,12,4.0,12.0,0,2.0,2.0,10.0,0,WAS
