NAME,RTG,TEAM,DEP,WEEK,TGTS,REC,REC YDS,REC TD,ATT,YDS,TD
Jerry Jeudy,75,DEN,1,16,15,6,61,0,0,0,0
D.K. Metcalf,87,SEA,1,16,8,6,59,0,0,0,0
Demarcus Robinson,78,KC,2,16,2,2,29,1,0,0,0
Tyreek Hill,96,KC,1,16,6,4,65,0,0,0,0
AJ Green,82,CIN,1,16,7,4,64,0,0,0,0
Keke Coutee,73,HOU,2,16,5,5,54,0,0,0,0
Mike Williams,79,LAC,1,16,10,4,54,0,0,0,0
Chase Claypool,67,PIT,2,16,6,4,54,0,0,0,0
Jakeem Grant,74,MIA,1,16,6,5,43,0,0,0,0
Cam Sims,67,WAS,1,16,9,3,63,0,0,0,0
Laquon Treadwell,70,ATL,2,16,2,2,11,1,0,0,0
T.Y. Hilton,82,IND,1,16,7,3,60,0,0,0,0
Robert Woods,88,LAR,1,16,9,4,48,0,2,1,0
Larry Fitzgerald,77,ARI,1,16,8,6,28,0,0,0,0
D.J. Moore,81,CAR,1,16,10,5,37,0,0,0,0
Danny Amendola,81,DET,1,16,7,5,37,0,0,0,0
Jakobi Meyers,70,NE,2,16,6,4,45,0,0,0,0
Hunter Renfrow,77,LV,1,16,5,5,34,0,0,0,0
A.J. Brown,84,TEN,1,16,8,4,43,0,0,0,0
Darnell Mooney,67,CHI,1,16,7,4,39,0,1,2,0
Isaiah Ford,68,MIA,3,16,5,4,37,0,0,0,0
Quez Watkins,67,PHI,3,16,3,2,57,0,0,0,0
Tyler Lockett,87,SEA,1,16,5,3,44,0,0,0,0
Mecole Hardman,79,KC,2,16,6,3,24,0,1,20,0
Jalen Guyton,67,LAC,2,16,5,3,43,0,0,0,0
Isaiah McKenzie,69,BUF,2,16,4,4,26,0,2,5,0
KeeSean Johnson,67,ARI,2,16,3,2,50,0,0,0,0
Tim Patrick,77,DEN,1,16,4,3,39,0,0,0,0
Russell Gage,69,ATL,1,16,5,4,23,0,0,0,0
Gabriel Davis,72,BUF,2,16,5,3,33,0,0,0,0
Mack Hollins,67,MIA,2,16,4,2,42,0,0,0,0
Jalen Reagor,70,PHI,1,16,7,3,30,0,0,0,0
Chris Conley,75,JAX,2,16,3,3,27,0,0,0,0
Tyron Johnson,71,LAC,2,16,3,3,26,0,0,0,0
Marquez Callaway,67,NO,2,16,4,3,26,0,0,0,0
Keelan Cole,75,JAX,1,16,4,3,26,0,0,0,0
David Moore,76,SEA,1,16,1,1,45,0,0,0,0
Dante Pettis,71,SF,2,16,3,2,33,0,0,0,0
Marvin Jones,86,DET,1,16,3,3,19,0,0,0,0
Greg Ward Jr,72,PHI,,16,3,2,27,0,0,0,0
Cole Beasley,86,BUF,1,16,5,3,17,0,0,0,0
Travis Fulgham,67,PHI,2,16,3,2,27,0,0,0,0
Darius Slayton,77,NYG,1,16,8,2,26,0,0,0,0
Tyler Johnson,68,TB,1,16,1,1,35,0,0,0,0
Willie Snead,78,BAL,1,16,2,2,24,0,0,0,0
Mohamed Sanu,79,DET,1,16,4,2,22,0,0,0,0
Brandon Aiyuk,70,SF,1,16,2,1,15,0,1,16,0
James Washington,78,PIT,2,16,3,2,20,0,0,0,0
Robert Foster,72,WAS,2,16,2,1,28,0,0,0,0
Lynn Bowden,67,MIA,3,16,3,2,8,0,1,8,0
Sammy Watkins,79,KC,1,16,4,2,14,0,0,0,0
Allen Lazard,67,GB,1,16,2,2,14,0,0,0,0
Andre Roberts,73,BUF,2,16,2,2,12,0,0,0,0
Alshon Jeffery,77,PHI,1,16,1,1,22,0,0,0,0
Anthony Miller,76,CHI,1,16,3,2,10,0,0,0,0
Diontae Spencer,67,DEN,2,16,2,1,10,0,1,9,0
CJ Board,67,NYG,3,16,2,1,16,0,0,0,0
Kendrick Bourne,75,SF,2,16,1,1,16,0,0,0,0
Tavon Austin,74,GB,3,16,2,2,5,0,0,0,0
Miles Boykin,73,BAL,1,16,2,1,13,0,0,0,0
Olabisi Johnson,70,MIN,2,16,1,1,13,0,0,0,0
Cameron Batson,67,TEN,1,16,1,1,12,0,0,0,0
Marvin Hall,69,DET,2,16,2,1,12,0,0,0,0
Bryan Edwards,71,LV,2,16,1,1,11,0,0,0,0
Quintez Cephus,67,DET,2,16,2,1,9,0,0,0,0
Chad Hansen,71,HOU,3,16,3,1,8,0,0,0,0
Scott Miller,72,TB,2,16,2,1,7,0,0,0,0
Devin Duvernay,72,BAL,1,16,1,1,0,0,1,7,0
Damiere Byrd,72,NE,1,16,3,1,7,0,0,0,0
Trenton Irwin,76,CIN,3,16,2,1,5,0,0,0,0
N'Keal Harry,74,NE,1,16,4,1,3,0,0,0,0
Ashton Dulin,68,IND,3,16,0,0,0,0,1,8,0
Henry Ruggs III,78,LV,1,16,2,0,0,0,1,7,0
Breshad Perriman,75,NYJ,1,16,6,0,0,0,1,6,0
K.J. Hamler,69,DEN,2,16,0,0,0,0,1,3,0
