,name,rtg,team,dep,week,tgts,rec,rec yds,rec td,att,yds,td,opponent
94,John Ross,74,CIN,3.0,1,5,2,17,0,0,0,0,LAC
95,Mike Thomas,67,CIN,7.0,1,3,2,17,0,0,0,0,LAC
96,Michael Thomas,96,NO,1.0,1,5,3,17,0,0,0,0,TB
97,Jalen Guyton,67,LAC,5.0,1,1,1,16,0,0,0,0,CIN
98,Gabriel Davis,72,BUF,5.0,1,2,2,16,0,0,0,0,NYJ
99,Collin Johnson,67,JAX,7.0,1,1,1,14,0,0,0,0,IND
100,Isaiah Ford,73,MIA,4.0,1,5,2,13,0,0,0,0,NE
101,Devin Duvernay,72,BAL,4.0,1,1,1,12,0,0,0,0,CLE
102,Khadarel Hodge,67,CLE,5.0,1,3,1,12,0,0,0,0,BAL
103,Michael Pittman Jr,72,IND,3.0,1,2,2,10,0,0,0,0,JAX
104,Bryan Edwards,71,LV,3.0,1,1,1,9,0,0,0,0,CAR
105,Rashard Higgins,71,CLE,3.0,1,1,1,9,0,0,0,0,BAL
106,Deandre Carter,68,HOU,7.0,1,2,1,8,0,0,0,0,KC
107,Tyrie Cleveland,67,DEN,7.0,1,1,1,7,0,0,0,0,TEN
108,Trent Taylor,75,SF,5.0,1,5,2,7,0,0,0,0,ARI
109,Mecole Hardman,75,KC,2.0,1,1,1,6,0,0,0,0,HOU
110,Justin Watson,67,TB,4.0,1,2,1,6,0,0,0,0,NO
111,Chris Conley,77,JAX,4.0,1,1,1,6,0,0,0,0,IND
112,Seth Roberts,78,CAR,4.0,1,2,1,5,0,0,0,0,LV
113,Tre'Quan Smith,73,NO,3.0,1,1,1,4,0,0,0,0,TB
114,Calvin Ridley,84,ATL,2.0,2,10,7,109,2,0,0,0,DAL
115,Stefon Diggs,91,BUF,1.0,2,13,8,153,1,0,0,0,MIA
116,Terry McLaurin,81,WAS,1.0,2,10,7,125,1,0,0,0,ARI
117,Julian Edelman,87,NE,1.0,2,11,8,179,0,0,0,0,SEA
118,Mike Evans,89,TB,2.0,2,10,7,104,1,0,0,0,CAR
119,Tyreek Hill,94,KC,1.0,2,11,5,99,1,1,9,0,LAC
120,Diontae Johnson,74,PIT,2.0,2,13,8,92,1,0,0,0,LAR
121,D.K. Metcalf,82,SEA,2.0,2,6,4,92,1,0,0,0,NE
122,DeAndre Hopkins,97,ARI,1.0,2,9,8,68,1,0,0,0,WAS
123,Tyler Boyd,80,CIN,2.0,2,8,7,72,1,0,0,0,CLE
124,Chase Claypool,67,PIT,4.0,2,3,3,88,1,0,0,0,LAR
125,John Brown,83,BUF,2.0,2,6,4,82,1,0,0,0,MIA
126,Tyler Lockett,86,SEA,1.0,2,8,7,67,1,0,0,0,NE
127,D.J. Moore,81,CAR,1.0,2,13,8,120,0,0,0,0,TB
128,Odell Beckham Jr,88,CLE,1.0,2,6,4,74,1,0,0,0,CIN
129,Braxton Berrios,68,NYJ,6.0,2,8,6,59,1,0,0,0,SF
130,Keelan Cole,75,JAX,5.0,2,7,6,58,1,0,0,0,TEN
131,CeeDee Lamb,76,DAL,3.0,2,9,6,106,0,1,9,0,ATL
132,Devante Parker,81,MIA,1.0,2,8,5,53,1,0,0,0,BUF
133,Russell Gage,68,ATL,3.0,2,9,6,46,1,0,0,0,DAL
134,Robby Anderson,81,CAR,2.0,2,10,9,109,0,0,0,0,TB
135,Adam Humphries,79,TEN,3.0,2,6,5,48,1,0,0,0,JAX
136,Keenan Allen,88,LAC,1.0,2,10,7,96,0,0,0,0,KC
137,Amari Cooper,94,DAL,1.0,2,9,6,100,0,0,0,0,ATL
138,David Moore,76,SEA,4.0,2,3,3,48,1,0,0,0,NE
139,Brandin Cooks,88,HOU,2.0,2,8,5,95,0,0,0,0,BAL
140,N'Keal Harry,73,NE,2.0,2,12,8,72,0,0,0,0,SEA
141,Isaiah Ford,72,MIA,4.0,2,9,7,76,0,0,0,0,BUF
142,Corey Davis,78,TEN,2.0,2,5,3,36,1,0,0,0,JAX
143,Mike Thomas,67,CIN,7.0,2,4,4,31,1,0,0,0,CLE
144,Darnell Mooney,67,CHI,7.0,2,3,3,36,1,0,0,0,NYG
145,Tre'Quan Smith,77,NO,3.0,2,7,5,86,0,0,0,0,LV
146,Chris Hogan,74,NYJ,4.0,2,8,6,75,0,0,0,0,SF
147,Cooper Kupp,86,LAR,2.0,2,6,5,81,0,2,19,0,PHI
148,D.J. Chark,79,JAX,1.0,2,4,4,84,0,0,0,0,TEN
149,Robert Woods,85,LAR,1.0,2,5,2,14,0,3,19,1,PHI
150,Marvin Jones,84,DET,2.0,2,6,4,23,1,0,0,0,GB
151,Damiere Byrd,73,NE,4.0,2,9,6,72,0,0,0,0,SEA
152,Cole Beasley,80,BUF,3.0,2,6,5,70,0,0,0,0,MIA
153,DeSean Jackson,84,PHI,1.0,2,9,6,64,0,0,0,0,LAR
154,Zach Pascal,72,IND,4.0,2,4,3,19,1,0,0,0,MIN
155,Marvin Hall,74,DET,5.0,2,2,1,24,1,0,0,0,GB
156,Kendrick Bourne,76,SF,3.0,2,5,4,67,0,0,0,0,NYJ
157,Laviska Shenault Jr,69,JAX,2.0,2,4,3,35,0,5,37,0,TEN
158,Freddie Swain,67,SEA,7.0,2,1,1,21,1,0,0,0,NE
159,Larry Fitzgerald,84,ARI,3.0,2,7,7,50,0,0,0,0,WAS
160,Randall Cobb,79,HOU,3.0,2,6,5,59,0,0,0,0,BAL
161,JuJu Smith-Schuster,83,PIT,1.0,2,8,7,48,0,0,0,0,LAR
162,Jerry Jeudy,77,DEN,2.0,2,7,4,62,0,0,0,0,PIT
163,Courtland Sutton,86,DEN,1.0,2,6,3,66,0,0,0,0,PIT
164,Zay Jones,76,LV,5.0,2,1,1,15,1,0,0,0,NO
165,Marquez Valdes-Scantling,75,GB,3.0,2,7,3,64,0,0,0,0,DET
166,Jalen Guyton,67,LAC,5.0,2,2,1,14,1,0,0,0,KC
167,Andy Isabella,70,ARI,4.0,2,2,2,67,0,0,0,0,WAS
168,K.J. Hamler,69,DEN,3.0,2,7,3,48,0,1,9,0,PIT
169,Golden Tate,84,NYG,3.0,2,5,5,47,0,0,0,0,CHI
170,Gabriel Davis,72,BUF,5.0,2,1,1,6,1,1,0,0,MIA
171,Christian Kirk,81,ARI,2.0,2,4,2,57,0,1,3,0,WAS
172,Quintez Cephus,67,DET,4.0,2,3,3,54,0,0,0,0,GB
173,Chris Conley,76,JAX,4.0,2,7,4,48,0,0,0,0,TEN
174,Michael Gallup,79,DAL,2.0,2,5,2,58,0,0,0,0,ATL
175,Marquise Brown,77,BAL,1.0,2,6,5,42,0,0,0,0,HOU
176,Van Jefferson,68,LAR,4.0,2,5,4,45,0,1,-1,0,PHI
177,Mecole Hardman,72,KC,2.0,2,3,2,30,0,1,3,0,LAC
178,Jalen Reagor,70,PHI,2.0,2,4,4,41,0,0,0,0,LAR
179,Jarvis Landry,82,CLE,2.0,2,3,3,46,0,0,0,0,CIN
180,Allen Lazard,73,GB,2.0,2,5,3,45,0,0,0,0,DET
181,Justin Jefferson,75,MIN,2.0,2,3,3,44,0,0,0,0,IND
