,name,rtg,team,dep,week,tgts,rec,rec yds,rec td,att,yds,td,opponent
1120,Jakobi Meyers,70,NE,2.0,11,3,3,38,0,0,0,0,HOU
1121,Jerry Jeudy,75,DEN,1.0,11,8,3,37,0,0,0,0,MIA
1122,T.Y. Hilton,82,IND,1.0,11,6,3,36,0,0,0,0,GB
1123,Marquez Valdes-Scantling,70,GB,2.0,11,6,3,55,0,0,0,0,IND
1124,Tyron Johnson,71,LAC,2.0,11,1,1,54,0,0,0,0,NYJ
1125,Ray-Ray McCloud,67,PIT,3.0,11,4,4,20,0,1,3,0,JAX
1126,Josh Reynolds,73,LAR,1.0,11,6,3,32,0,0,0,0,TB
1127,Julio Jones,98,ATL,1.0,11,2,2,39,0,0,0,0,NO
1128,JuJu Smith-Schuster,81,PIT,1.0,11,5,4,19,0,0,0,0,JAX
1129,Hunter Renfrow,77,LV,1.0,11,2,2,37,0,0,0,0,KC
1130,Tee Higgins,76,CIN,1.0,11,10,3,26,0,0,0,0,WAS
1131,Willie Snead,78,BAL,1.0,11,7,3,23,0,0,0,0,TEN
1132,Malcolm Perry,67,MIA,2.0,11,5,3,23,0,0,0,0,DEN
1133,Michael Gallup,79,DAL,1.0,11,5,2,29,0,0,0,0,MIN
1134,Christian Blake,67,ATL,2.0,11,4,2,28,0,0,0,0,NO
1135,Byron Pringle,71,KC,3.0,11,4,3,17,0,0,0,0,LV
1136,Keelan Cole,75,JAX,1.0,11,5,2,26,0,0,0,0,PIT
1137,Marvin Hall,69,DET,2.0,11,3,3,16,0,0,0,0,CAR
1138,Jarvis Landry,87,CLE,1.0,11,2,2,23,0,1,3,0,PHI
1139,Cameron Batson,67,TEN,1.0,11,2,2,21,0,1,4,0,BAL
1140,Cam Sims,67,WAS,1.0,11,2,2,20,0,0,0,0,CIN
1141,Jamal Agnew,67,DET,2.0,11,6,3,10,0,0,0,0,CAR
1142,Greg Ward Jr,72,PHI,,11,4,3,9,0,0,0,0,CLE
1143,Allen Lazard,67,GB,1.0,11,4,2,18,0,0,0,0,IND
1144,Deonte Harris,67,NO,3.0,11,1,1,2,0,1,23,0,ATL
1145,Jakeem Grant,74,MIA,1.0,11,6,2,12,0,1,3,0,DEN
1146,Equanimeous St. Brown,68,GB,2.0,11,1,1,23,0,0,0,0,IND
1147,De'Michael Harris,67,IND,2.0,11,1,1,1,0,2,19,0,GB
1148,Zay Jones,78,LV,2.0,11,1,1,18,0,0,0,0,KC
1149,Henry Ruggs III,78,LV,1.0,11,1,1,5,0,1,12,0,KC
1150,Mecole Hardman,79,KC,2.0,11,1,1,16,0,0,0,0,LV
1151,Jamison Crowder,79,NYJ,1.0,11,3,1,16,0,0,0,0,LAC
1152,Donte Moncrief,77,NE,3.0,11,2,1,15,0,0,0,0,HOU
1153,David Moore,76,SEA,1.0,11,2,2,5,0,0,0,0,ARI
1154,Marcus Johnson,67,IND,1.0,11,3,1,14,0,0,0,0,GB
1155,James Proche,68,BAL,2.0,11,1,1,14,0,0,0,0,TEN
1156,Antonio Callaway,73,MIA,3.0,11,1,1,13,0,0,0,0,DEN
1157,Chris Conley,75,JAX,2.0,11,4,1,13,0,0,0,0,PIT
1158,James Washington,78,PIT,2.0,11,3,1,12,0,0,0,0,JAX
1159,Olamide Zaccheaus,67,ATL,5.0,11,1,1,10,0,0,0,0,NO
1160,Alex Erickson,69,CIN,2.0,11,1,1,8,0,1,2,0,WAS
1161,Quintez Cephus,67,DET,2.0,11,2,1,9,0,0,0,0,CAR
1162,Olabisi Johnson,70,MIN,2.0,11,1,1,9,0,0,0,0,DAL
1163,Mack Hollins,67,MIA,2.0,11,2,1,9,0,0,0,0,DEN
1164,Travis Fulgham,67,PHI,2.0,11,7,1,8,0,0,0,0,CLE
1165,Cedrick Wilson,72,DAL,2.0,11,2,1,7,0,0,0,0,MIN
1166,Isaiah Wright,73,WAS,1.0,11,1,1,7,0,0,0,0,CIN
1167,Noah Brown,69,DAL,2.0,11,1,1,6,0,0,0,0,MIN
1168,Andy Isabella,69,ARI,2.0,11,2,1,6,0,0,0,0,SEA
1169,Jeff Smith,67,NYJ,2.0,11,1,1,5,0,0,0,0,LAC
1170,Devin Duvernay,72,BAL,1.0,11,2,1,5,0,0,0,0,TEN
1171,Auden Tate,79,CIN,5.0,11,2,1,5,0,0,0,0,WAS
1172,Jalen Guyton,67,LAC,2.0,11,1,1,4,0,0,0,0,NYJ
1173,Bryan Edwards,71,LV,2.0,11,2,1,1,0,0,0,0,KC
1174,Brandon Powell,67,ATL,2.0,11,0,0,0,0,1,3,0,NO
1175,Tyreek Hill,96,KC,1.0,12,15,13,269,3,0,0,0,TB
1176,Will Fuller,87,HOU,1.0,12,7,6,171,2,0,0,0,DET
1177,Jarvis Landry,87,CLE,1.0,12,11,8,143,1,0,0,0,JAX
1178,D.K. Metcalf,87,SEA,1.0,12,13,10,177,0,0,0,0,PHI
1179,Allen Robinson,87,CHI,1.0,12,13,8,74,2,0,0,0,GB
1180,Justin Jefferson,84,MIN,1.0,12,13,7,70,2,0,0,0,CAR
1181,Deebo Samuel,82,SF,1.0,12,13,11,133,0,0,0,0,LAR
1182,Amari Cooper,92,DAL,1.0,12,8,6,112,1,0,0,0,WAS
1183,Mike Evans,90,TB,1.0,12,9,3,50,2,0,0,0,KC
1184,Devante Parker,87,MIA,1.0,12,14,8,119,0,0,0,0,NYJ
1185,A.J. Brown,84,TEN,1.0,12,6,4,98,1,0,0,0,IND
1186,Collin Johnson,67,JAX,3.0,12,8,4,96,1,0,0,0,CLE
1187,Robby Anderson,85,CAR,1.0,12,7,4,94,1,0,0,0,MIN
1188,Marquise Brown,78,BAL,2.0,12,8,4,85,1,0,0,0,PIT
1189,T.Y. Hilton,82,IND,1.0,12,5,4,81,1,0,0,0,TEN
1190,Davante Adams,96,GB,1.0,12,9,6,61,1,0,0,0,CHI
1191,Chris Godwin,87,TB,1.0,12,9,8,97,0,0,0,0,KC
1192,JuJu Smith-Schuster,81,PIT,1.0,12,9,8,37,1,0,0,0,BAL
1193,Chad Beebe,68,MIN,2.0,12,7,7,63,1,0,0,0,CAR
1194,Calvin Ridley,89,ATL,1.0,12,9,6,50,1,0,0,0,LV
1195,Gabriel Davis,72,BUF,2.0,12,4,3,79,1,0,0,0,LAC
1196,Olabisi Johnson,70,MIN,2.0,12,7,7,74,0,0,0,0,CAR
1197,Terry McLaurin,91,WAS,1.0,12,9,7,92,0,0,0,0,DAL
1198,Keenan Allen,92,LAC,1.0,12,10,4,40,1,0,0,0,BUF
1199,Robert Woods,88,LAR,1.0,12,12,7,80,0,1,8,0,SF
1200,Tee Higgins,76,CIN,1.0,12,5,5,44,1,0,0,0,NYG
1201,Hunter Renfrow,77,LV,1.0,12,9,7,73,0,0,0,0,ATL
1202,Sterling Shepard,84,NYG,1.0,12,8,7,64,0,1,4,0,CIN
1203,Brandin Cooks,86,HOU,1.0,12,5,5,85,0,0,0,0,DET
1204,Curtis Samuel,85,CAR,2.0,12,5,5,72,0,1,5,0,MIN
1205,Diontae Johnson,77,PIT,1.0,12,13,8,46,0,0,0,0,BAL
1206,Allen Lazard,67,GB,1.0,12,6,4,23,1,0,0,0,CHI
1207,Breshad Perriman,75,NYJ,1.0,12,8,4,79,0,0,0,0,MIA
1208,Chase Claypool,67,PIT,2.0,12,9,6,52,0,0,0,0,BAL
1209,Stefon Diggs,94,BUF,1.0,12,9,7,39,0,0,0,0,LAC
1210,Marvin Jones,86,DET,1.0,12,12,6,48,0,0,0,0,HOU
1211,Denzel Mims,70,NYJ,1.0,12,8,4,67,0,0,0,0,MIA
1212,DeAndre Hopkins,99,ARI,1.0,12,7,5,55,0,0,0,0,NE
1213,Nelson Agholor,78,LV,1.0,12,6,5,54,0,0,0,0,ATL
1214,Jakobi Meyers,70,NE,2.0,12,6,5,52,0,0,0,0,ARI
1215,D.J. Moore,81,CAR,1.0,12,9,4,61,0,0,0,0,MIN
1216,Michael Gallup,79,DAL,1.0,12,8,6,41,0,0,0,0,WAS
1217,Corey Davis,80,TEN,1.0,12,3,3,70,0,0,0,0,IND
1218,Michael Thomas,97,NO,1.0,12,6,4,50,0,1,1,0,DEN
1219,Josh Reynolds,73,LAR,1.0,12,6,5,40,0,0,0,0,SF
1220,Demarcus Robinson,78,KC,2.0,12,6,5,36,0,0,0,0,TB
1221,David Moore,76,SEA,1.0,12,3,3,-6,1,1,1,0,PHI
1222,Brandon Powell,67,ATL,2.0,12,2,2,4,1,0,0,0,LV
1223,Darnell Mooney,67,CHI,1.0,12,9,3,34,0,0,0,0,GB
1224,Tyron Johnson,71,LAC,2.0,12,4,2,63,0,0,0,0,BUF
1225,Sammy Watkins,79,KC,1.0,12,7,4,38,0,0,0,0,TB
1226,Golden Tate,78,NYG,1.0,12,9,4,36,0,0,0,0,CIN
1227,Keelan Cole,75,JAX,1.0,12,6,3,44,0,0,0,0,CLE
1228,Andy Isabella,69,ARI,2.0,12,6,4,33,0,0,0,0,NE
1229,CeeDee Lamb,79,DAL,1.0,12,7,5,21,0,0,0,0,WAS
1230,Laviska Shenault Jr,78,JAX,1.0,12,4,3,31,0,1,6,0,CLE
1231,Russell Gage,69,ATL,1.0,12,5,3,34,0,0,0,0,LV
1232,Kendrick Bourne,75,SF,2.0,12,5,3,34,0,0,0,0,LAR
1233,Jalen Guyton,67,LAC,2.0,12,4,3,33,0,0,0,0,BUF
1234,Damiere Byrd,72,NE,1.0,12,8,3,33,0,0,0,0,ARI
1235,Khadarel Hodge,67,CLE,3.0,12,3,3,31,0,0,0,0,JAX
1236,Jamison Crowder,79,NYJ,1.0,12,5,3,31,0,0,0,0,MIA
1237,Cooper Kupp,88,LAR,1.0,12,5,2,41,0,0,0,0,SF
1238,Anthony Miller,76,CHI,1.0,12,6,3,28,0,0,0,0,GB
1239,Keke Coutee,73,HOU,2.0,12,3,2,17,0,0,0,0,DET
1240,Mike Williams,79,LAC,1.0,12,5,3,26,0,0,0,0,BUF
1241,Mecole Hardman,79,KC,2.0,12,5,3,23,0,0,0,0,TB
1242,Tyler Lockett,87,SEA,1.0,12,4,3,23,0,0,0,0,PHI
1243,Devin Duvernay,72,BAL,1.0,12,3,3,20,0,0,0,0,PIT
1244,Christian Kirk,78,ARI,1.0,12,6,3,19,0,1,0,0,NE
1245,Quintez Cephus,67,DET,2.0,12,2,2,27,0,0,0,0,HOU
1246,Tyler Boyd,86,CIN,1.0,12,6,3,15,0,0,0,0,NYG
1247,Cole Beasley,86,BUF,1.0,12,4,2,25,0,0,0,0,LAC
1248,Jalen Reagor,70,PHI,1.0,12,7,3,11,0,0,0,0,SEA
1249,James Washington,78,PIT,2.0,12,3,2,19,0,0,0,0,BAL
1250,Mack Hollins,67,MIA,2.0,12,3,2,19,0,0,0,0,NYJ
1251,Richie James,69,SF,2.0,12,1,1,29,0,0,0,0,LAR
1252,Travis Fulgham,67,PHI,2.0,12,2,2,16,0,0,0,0,SEA
1253,Riley Ridley,70,CHI,2.0,12,2,2,16,0,0,0,0,GB
1254,Marvin Hall,69,DET,2.0,12,4,2,16,0,0,0,0,HOU
1255,Jakeem Grant,74,MIA,1.0,12,2,2,15,0,0,0,0,NYJ
1256,Alshon Jeffery,77,PHI,1.0,12,4,2,15,0,0,0,0,SEA
1257,Zach Pascal,72,IND,1.0,12,4,1,23,0,0,0,0,TEN
1258,Antonio Brown,88,TB,2.0,12,3,2,11,0,0,0,0,KC
1259,Christian Blake,67,ATL,2.0,12,1,1,17,0,0,0,0,LV
1260,Tre'Quan Smith,74,NO,3.0,12,1,1,16,0,0,0,0,DEN
1261,Dontrelle Inman,75,WAS,1.0,12,1,1,15,0,0,0,0,DAL
1262,Rashard Higgins,74,CLE,1.0,12,2,1,15,0,0,0,0,JAX
1263,Bryan Edwards,71,LV,2.0,12,2,1,15,0,0,0,0,ATL
1264,Olamide Zaccheaus,67,ATL,5.0,12,3,1,11,0,0,0,0,LV
1265,CJ Board,67,NYG,3.0,12,1,1,11,0,0,0,0,CIN
1266,Malcolm Perry,67,MIA,2.0,12,1,1,8,0,0,0,0,NYJ
1267,Jeff Smith,67,NYJ,2.0,12,1,1,7,0,0,0,0,MIA
1268,Antonio Callaway,73,MIA,3.0,12,1,1,7,0,0,0,0,NYJ
1269,KeeSean Johnson,67,ARI,2.0,12,1,1,7,0,0,0,0,NE
1270,Emmanuel Sanders,86,NO,1.0,12,1,1,4,0,0,0,0,DEN
1271,Zay Jones,78,LV,2.0,12,1,1,3,0,0,0,0,ATL
1272,John Hightower,67,PHI,2.0,12,1,1,1,0,0,0,0,SEA
1273,Cordarrelle Patterson,74,CHI,2.0,12,0,0,0,0,2,8,0,GB
1274,Cameron Batson,67,TEN,1.0,12,0,0,0,0,1,5,0,IND
1275,Gunner Olszewski,67,NE,2.0,12,0,0,0,0,1,1,0,ARI
1276,Corey Davis,80,TEN,1.0,13,12,11,182,1,0,0,0,CLE
1277,Davante Adams,96,GB,1.0,13,12,10,121,2,0,0,0,PHI
1278,Cole Beasley,86,BUF,1.0,13,11,9,130,1,0,0,0,SF
1279,Justin Jefferson,84,MIN,1.0,13,12,9,121,1,1,2,0,JAX
1280,Marvin Jones,86,DET,1.0,13,12,8,116,1,0,0,0,CHI
1281,T.Y. Hilton,82,IND,1.0,13,11,8,110,1,0,0,0,HOU
1282,Keke Coutee,73,HOU,2.0,13,9,8,141,0,0,0,0,IND
1283,Jamison Crowder,79,NYJ,1.0,13,7,5,47,2,0,0,0,LV
1284,Michael Gallup,79,DAL,1.0,13,11,7,86,1,0,0,0,BAL
1285,Adam Thielen,90,MIN,1.0,13,11,8,75,1,0,0,0,JAX
1286,Rashard Higgins,74,CLE,1.0,13,9,6,95,1,0,0,0,TEN
1287,Diontae Johnson,77,PIT,1.0,13,12,8,71,1,0,0,0,WAS
1288,Brandon Aiyuk,70,SF,1.0,13,9,5,95,1,0,0,0,BUF
1289,Tim Patrick,77,DEN,1.0,13,4,4,44,2,0,0,0,KC
1290,Jarvis Landry,87,CLE,1.0,13,10,8,62,1,0,0,0,TEN
1291,Michael Thomas,97,NO,1.0,13,11,9,105,0,0,0,0,ATL
1292,DeAndre Hopkins,99,ARI,1.0,13,13,8,52,1,0,0,0,LAR
1293,Stefon Diggs,94,BUF,1.0,13,11,10,92,0,0,0,0,SF
1294,Robert Woods,88,LAR,1.0,13,11,10,85,0,0,0,0,ARI
1295,Donovan Peoples-Jones,67,CLE,2.0,13,3,2,92,1,0,0,0,TEN
1296,Amari Cooper,92,DAL,1.0,13,9,5,43,1,1,10,0,BAL
1297,James Washington,78,PIT,2.0,13,4,2,80,1,0,0,0,WAS
1298,Calvin Ridley,89,ATL,1.0,13,10,5,108,0,0,0,0,NO
1299,Laviska Shenault Jr,78,JAX,1.0,13,3,3,38,1,2,30,0,MIN
1300,Gabriel Davis,72,BUF,2.0,13,4,3,68,1,0,0,0,SF
1301,Julio Jones,98,ATL,1.0,13,10,6,94,0,0,0,0,NO
1302,Cooper Kupp,88,LAR,1.0,13,9,8,73,0,0,0,0,ARI
1303,Russell Gage,69,ATL,1.0,13,8,4,51,1,0,0,0,NO
1304,Chad Hansen,71,HOU,3.0,13,7,5,101,0,0,0,0,IND
1305,Marquise Brown,78,BAL,2.0,13,8,5,39,1,0,0,0,DAL
1306,Tyreek Hill,96,KC,1.0,13,10,6,58,0,1,30,0,DEN
1307,Quintez Cephus,67,DET,2.0,13,4,2,63,1,0,0,0,CHI
1308,Tyler Boyd,86,CIN,1.0,13,4,1,72,1,0,0,0,MIA
1309,Cam Sims,67,WAS,1.0,13,9,5,92,0,0,0,0,PIT
1310,Deebo Samuel,82,SF,1.0,13,9,6,73,0,1,3,0,BUF
1311,Allen Robinson,87,CHI,1.0,13,7,6,75,0,0,0,0,DET
1312,Tre'Quan Smith,74,NO,3.0,13,6,3,42,1,1,3,0,ATL
1313,Cordarrelle Patterson,74,CHI,2.0,13,2,1,4,0,10,59,1,DET
1314,D.K. Metcalf,87,SEA,1.0,13,8,5,80,0,0,0,0,NYG
1315,Collin Johnson,67,JAX,3.0,13,6,4,66,0,0,0,0,MIN
1316,Tyler Lockett,87,SEA,1.0,13,9,6,63,0,0,0,0,NYG
1317,Brandin Cooks,86,HOU,1.0,13,8,5,65,0,0,0,0,IND
1318,Isaiah McKenzie,69,BUF,2.0,13,2,2,31,1,0,0,0,SF
1319,Anthony Miller,76,CHI,1.0,13,5,5,56,0,1,3,0,DET
1320,Gunner Olszewski,67,NE,2.0,13,1,1,38,1,0,0,0,LAC
1321,Miles Boykin,73,BAL,1.0,13,3,1,38,1,0,0,0,DAL
1322,A.J. Brown,84,TEN,1.0,13,7,4,87,0,0,0,0,CLE
1323,Tee Higgins,76,CIN,1.0,13,7,5,56,0,0,0,0,MIA
1324,CeeDee Lamb,79,DAL,1.0,13,9,6,46,0,0,0,0,BAL
1325,Cameron Batson,67,TEN,1.0,13,3,3,14,1,1,0,0,CLE
1326,JuJu Smith-Schuster,81,PIT,1.0,13,10,7,28,0,0,0,0,WAS
1327,Keenan Allen,92,LAC,1.0,13,11,5,48,0,0,0,0,NE
1328,N'Keal Harry,74,NE,1.0,13,3,2,15,1,0,0,0,LAC
1329,Danny Amendola,81,DET,1.0,13,5,3,62,0,0,0,0,CHI
1330,Lynn Bowden,67,MIA,3.0,13,4,4,41,0,1,11,0,CIN
1331,Emmanuel Sanders,86,NO,1.0,13,6,5,39,0,0,0,0,ATL
1332,Hunter Renfrow,77,LV,1.0,13,6,4,47,0,0,0,0,NYJ
1333,Darnell Mooney,67,CHI,1.0,13,6,4,43,0,0,0,0,DET
1334,Mike Williams,79,LAC,1.0,13,9,4,43,0,0,0,0,NE
1335,Denzel Mims,70,NYJ,1.0,13,3,2,40,0,0,0,0,LV
1336,Allen Lazard,67,GB,1.0,13,4,3,50,0,0,0,0,PHI
1337,Nelson Agholor,78,LV,1.0,13,11,4,38,0,0,0,0,NYJ
1338,Kendrick Bourne,75,SF,2.0,13,6,4,35,0,0,0,0,BUF
1339,Devante Parker,87,MIA,1.0,13,8,4,35,0,0,0,0,CIN
1340,Sammy Watkins,79,KC,1.0,13,6,4,35,0,0,0,0,DEN
1341,Golden Tate,78,NYG,1.0,13,4,4,30,0,0,0,0,SEA
1342,Noah Brown,69,DAL,2.0,13,4,3,40,0,0,0,0,BAL
1343,KeeSean Johnson,67,ARI,2.0,13,4,4,27,0,0,0,0,LAR
1344,Van Jefferson,68,LAR,2.0,13,5,4,27,0,0,0,0,ARI
1345,Jakeem Grant,74,MIA,1.0,13,6,2,42,0,0,0,0,CIN
1346,D.J. Chark,83,JAX,1.0,13,7,2,41,0,0,0,0,MIN
1347,Demarcus Robinson,78,KC,2.0,13,2,2,39,0,0,0,0,DEN
1348,Jalen Guyton,67,LAC,2.0,13,7,2,38,0,0,0,0,NE
1349,Chase Claypool,67,PIT,2.0,13,4,2,38,0,0,0,0,WAS
1350,Mohamed Sanu,79,DET,1.0,13,2,2,36,0,0,0,0,CHI
1351,Jalen Reagor,70,PHI,1.0,13,1,1,34,0,1,11,0,GB
1352,Braxton Berrios,72,NYJ,2.0,13,2,2,33,0,0,0,0,LV
1353,Sterling Shepard,84,NYG,1.0,13,6,1,22,0,0,0,0,SEA
1354,K.J. Hamler,69,DEN,2.0,13,5,2,16,0,2,13,0,KC
1355,Alex Erickson,69,CIN,2.0,13,3,2,17,0,0,0,0,MIA
1356,Damiere Byrd,72,NE,1.0,13,3,2,16,0,0,0,0,LAC
1357,Jakobi Meyers,70,NE,2.0,13,6,2,15,0,0,0,0,LAC
1358,Terry McLaurin,91,WAS,1.0,13,6,2,14,0,0,0,0,PIT
1359,Breshad Perriman,75,NYJ,1.0,13,4,1,22,0,0,0,0,LV
1360,Josh Reynolds,73,LAR,1.0,13,1,1,21,0,0,0,0,ARI
1361,Chad Beebe,68,MIN,2.0,13,3,2,10,0,0,0,0,JAX
1362,Andy Isabella,69,ARI,2.0,13,5,2,7,0,0,0,0,LAR
1363,Mecole Hardman,79,KC,2.0,13,3,1,15,0,0,0,0,DEN
1364,Ray-Ray McCloud,67,PIT,3.0,13,3,2,4,0,0,0,0,WAS
1365,Malik Taylor,71,GB,3.0,13,1,1,14,0,0,0,0,PHI
1366,Darius Slayton,77,NYG,1.0,13,1,1,14,0,0,0,0,SEA
1367,Javon Wims,67,CHI,3.0,13,1,1,13,0,0,0,0,DET
1368,Zach Pascal,72,IND,1.0,13,1,1,11,0,0,0,0,HOU
1369,Tyrie Cleveland,67,DEN,3.0,13,1,1,11,0,0,0,0,KC
1370,Adam Humphries,76,TEN,1.0,13,4,1,9,0,0,0,0,CLE
1371,Brandon Powell,67,ATL,2.0,13,1,1,9,0,0,0,0,NO
1372,Keelan Cole,75,JAX,1.0,13,2,1,7,0,0,0,0,MIN
1373,K.J. Hill,67,LAC,,13,1,1,7,0,0,0,0,NE
1374,Mack Hollins,67,MIA,2.0,13,1,1,7,0,0,0,0,CIN
1375,Tommylee Lewis,67,NO,5.0,13,1,0,0,0,1,16,0,ATL
1376,David Moore,76,SEA,1.0,13,2,1,6,0,0,0,0,NYG
1377,Jerry Jeudy,75,DEN,1.0,13,4,1,5,0,0,0,0,KC
1378,Devin Duvernay,72,BAL,1.0,13,1,1,2,0,0,0,0,DAL
1379,Christian Kirk,78,ARI,1.0,13,3,1,2,0,0,0,0,LAR
1380,Chris Conley,75,JAX,2.0,13,2,2,12,0,0,0,0,MIN
1381,Tyron Johnson,71,LAC,2.0,13,1,1,1,0,0,0,0,NE
1382,CJ Board,67,NYG,3.0,13,1,1,-2,0,0,0,0,SEA
1383,Donte Moncrief,77,NE,3.0,13,0,0,0,0,1,4,0,LAC
1384,Stefon Diggs,94,BUF,1.0,14,14,10,130,1,1,1,0,PIT
1385,Allen Robinson,87,CHI,1.0,14,13,9,123,1,0,0,0,HOU
1386,Calvin Ridley,89,ATL,1.0,14,12,8,124,1,0,0,0,LAC
1387,Tyreek Hill,96,KC,1.0,14,7,3,79,1,1,32,1,MIA
1388,T.Y. Hilton,82,IND,1.0,14,7,5,86,2,0,0,0,LV
1389,Davante Adams,96,GB,1.0,14,10,7,115,1,0,0,0,DET
1390,A.J. Brown,84,TEN,1.0,14,9,7,112,1,0,0,0,JAX
1391,K.J. Hamler,69,DEN,2.0,14,3,2,86,2,0,0,0,CAR
1392,DeAndre Hopkins,99,ARI,1.0,14,11,9,136,0,0,0,0,NYG
1393,Brandon Aiyuk,70,SF,1.0,14,16,10,119,0,0,0,0,WAS
1394,Nelson Agholor,78,LV,1.0,14,9,5,100,1,0,0,0,IND
1395,Marquez Valdes-Scantling,70,GB,2.0,14,6,6,85,1,0,0,0,DET
1396,Keenan Allen,92,LAC,1.0,14,11,9,52,1,0,0,0,ATL
1397,Keelan Cole,75,JAX,1.0,14,12,7,67,1,0,0,0,TEN
1398,Rashard Higgins,74,CLE,1.0,14,10,6,68,1,0,0,0,BAL
1399,AJ Green,82,CIN,1.0,14,7,6,62,1,0,0,0,DAL
1400,D.K. Metcalf,87,SEA,1.0,14,8,6,61,1,0,0,0,NYJ
1401,Robby Anderson,85,CAR,1.0,14,12,8,84,0,2,13,0,DEN
1402,Tyron Johnson,71,LAC,2.0,14,7,6,55,1,0,0,0,ATL
1403,JuJu Smith-Schuster,81,PIT,1.0,14,7,6,55,1,0,0,0,BUF
1404,Michael Thomas,97,NO,1.0,14,8,8,84,0,0,0,0,PHI
1405,Curtis Samuel,85,CAR,2.0,14,9,7,68,0,2,22,0,DEN
1406,Lynn Bowden,67,MIA,3.0,14,9,7,82,0,1,2,0,KC
1407,Amari Cooper,92,DAL,1.0,14,5,4,51,1,0,0,0,CIN
1408,Cooper Kupp,88,LAR,1.0,14,5,5,33,1,0,0,0,NE
1409,Emmanuel Sanders,86,NO,1.0,14,5,3,48,1,0,0,0,PHI
1410,Russell Gage,69,ATL,1.0,14,7,5,82,0,0,0,0,LAC
1411,Marquise Brown,78,BAL,2.0,14,6,2,50,1,0,0,0,CLE
1412,Danny Amendola,81,DET,1.0,14,7,6,66,0,0,0,0,GB
1413,Chad Hansen,71,HOU,3.0,14,7,7,56,0,0,0,0,CHI
1414,Tim Patrick,77,DEN,1.0,14,5,3,36,1,0,0,0,CAR
1415,Donovan Peoples-Jones,67,CLE,2.0,14,5,3,74,0,0,0,0,BAL
1416,James Washington,78,PIT,2.0,14,6,3,29,1,0,0,0,BUF
1417,David Moore,76,SEA,1.0,14,5,3,20,1,1,9,0,NYJ
1418,Scott Miller,72,TB,2.0,14,2,1,48,1,0,0,0,MIN
1419,Mack Hollins,67,MIA,2.0,14,9,5,66,0,0,0,0,KC
1420,Jarvis Landry,87,CLE,1.0,14,9,6,52,0,0,0,0,BAL
1421,Laviska Shenault Jr,78,JAX,1.0,14,11,6,49,0,1,2,0,TEN
1422,Gabriel Davis,72,BUF,2.0,14,8,3,19,1,0,0,0,PIT
1423,Darnell Mooney,67,CHI,1.0,14,2,2,22,1,1,5,0,HOU
1424,Tyler Lockett,87,SEA,1.0,14,5,5,52,0,0,0,0,NYJ
1425,Freddie Swain,67,SEA,2.0,14,3,2,22,1,0,0,0,NYJ
1426,Tee Higgins,76,CIN,1.0,14,8,5,49,0,0,0,0,DAL
1427,Justin Jefferson,84,MIN,1.0,14,8,4,39,0,0,0,0,TB
1428,Antonio Brown,88,TB,2.0,14,5,5,49,0,0,0,0,MIN
1429,Damiere Byrd,72,NE,1.0,14,8,5,48,0,0,0,0,LAR
1430,Keke Coutee,73,HOU,2.0,14,3,3,24,1,0,0,0,CHI
1431,Tyler Boyd,86,CIN,1.0,14,9,5,43,0,0,0,0,DAL
1432,Kendrick Bourne,75,SF,2.0,14,7,3,42,0,0,0,0,WAS
1433,Cole Beasley,86,BUF,1.0,14,10,5,41,0,0,0,0,PIT
1434,Tre'Quan Smith,74,NO,3.0,14,6,3,60,0,0,0,0,PHI
1435,Marvin Jones,86,DET,1.0,14,8,4,48,0,0,0,0,GB
1436,Jakobi Meyers,70,NE,2.0,14,5,4,47,0,0,0,0,LAR
1437,Mike Evans,90,TB,1.0,14,5,3,56,0,0,0,0,MIN
1438,Alshon Jeffery,77,PHI,1.0,14,1,1,15,1,0,0,0,NO
1439,Jalen Reagor,70,PHI,1.0,14,4,2,46,0,1,19,0,NO
1440,Pharoh Cooper,67,CAR,2.0,14,3,3,52,0,0,0,0,DEN
1441,Robert Woods,88,LAR,1.0,14,8,5,32,0,1,-1,0,NE
1442,CeeDee Lamb,79,DAL,1.0,14,2,2,46,0,1,15,0,CIN
1443,N'Keal Harry,74,NE,1.0,14,4,3,49,0,0,0,0,LAR
1444,Laquon Treadwell,70,ATL,2.0,14,1,1,9,1,0,0,0,LAC
1445,Braxton Berrios,72,NYJ,2.0,14,5,3,49,0,0,0,0,SEA
1446,Sammy Watkins,79,KC,1.0,14,3,2,52,0,0,0,0,MIA
1447,Adam Thielen,90,MIN,1.0,14,4,3,39,0,0,0,0,TB
1448,Hunter Renfrow,77,LV,1.0,14,7,5,38,0,0,0,0,IND
1449,Sterling Shepard,84,NYG,1.0,14,5,3,35,0,0,0,0,ARI
1450,Richie James,69,SF,2.0,14,3,3,33,0,0,0,0,WAS
1451,Jakeem Grant,74,MIA,1.0,14,5,3,32,0,0,0,0,KC
1452,Jerry Jeudy,75,DEN,1.0,14,4,2,42,0,0,0,0,CAR
1453,Darius Slayton,77,NYG,1.0,14,8,3,31,0,0,0,0,ARI
1454,Willie Snead,78,BAL,1.0,14,5,3,29,0,0,0,0,CLE
1455,Mohamed Sanu,79,DET,1.0,14,2,2,37,0,0,0,0,GB
1456,Breshad Perriman,75,NYJ,1.0,14,6,3,26,0,0,0,0,SEA
1457,Collin Johnson,67,JAX,3.0,14,3,2,33,0,0,0,0,TEN
